age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,age_group,balance_bin,balance_duration_ratio,age_balance_interaction,previous_contacted,engagement_rate,y
33,technician,married,tertiary,no,4401,no,no,cellular,12,aug,96,2,104,1,success,30-50,medium,45.371134020618555,145233,1,0.3333333333333333,no
46,technician,married,secondary,no,0,no,no,cellular,12,aug,107,1,104,3,success,30-50,negative,0.0,0,1,1.5,no
30,blue-collar,single,primary,no,334,no,no,cellular,12,aug,188,1,-1,0,unknown,<30,low,1.7671957671957672,10020,0,0.0,no
64,retired,married,secondary,no,1370,no,no,cellular,12,aug,174,1,-1,0,unknown,>50,medium,7.828571428571428,87680,0,0.0,no
44,self-employed,married,unknown,no,163,yes,no,cellular,12,aug,44,1,100,3,success,30-50,low,3.6222222222222222,7172,1,1.5,no
49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,30-50,low,9.945054945054945,44345,1,0.5,no
53,services,married,unknown,no,442,yes,no,cellular,12,aug,166,1,36,2,other,>50,low,2.6467065868263475,23426,1,1.0,no
34,services,married,secondary,no,1337,no,no,cellular,12,aug,255,2,104,1,success,30-50,medium,5.22265625,45458,1,0.3333333333333333,no
25,management,single,tertiary,no,2305,no,no,cellular,12,aug,222,2,104,2,failure,<30,medium,10.336322869955158,57625,1,0.6666666666666666,no
19,student,single,primary,no,56,no,no,cellular,12,aug,246,1,-1,0,unknown,<30,low,0.22672064777327935,1064,0,0.0,no
44,technician,married,tertiary,no,1818,yes,yes,cellular,12,aug,120,1,104,1,failure,30-50,medium,15.024793388429751,79992,1,0.5,no
46,unemployed,married,secondary,no,1040,no,no,telephone,12,aug,542,1,78,5,failure,30-50,medium,1.9152854511970534,47840,1,2.5,yes
26,management,single,tertiary,no,1643,no,no,cellular,12,aug,243,1,-1,0,unknown,<30,medium,6.733606557377049,42718,0,0.0,no
50,admin.,married,secondary,no,238,yes,no,cellular,12,aug,216,5,-1,0,unknown,30-50,low,1.096774193548387,11900,0,0.0,no
74,retired,married,secondary,no,291,no,no,cellular,12,aug,543,1,-1,0,unknown,>50,low,0.5349264705882353,21534,0,0.0,yes
30,technician,married,secondary,no,6843,no,no,cellular,12,aug,227,1,-1,0,unknown,<30,high,30.013157894736842,205290,0,0.0,no
26,student,single,secondary,no,374,no,no,telephone,12,aug,478,2,-1,0,unknown,<30,low,0.7807933194154488,9724,0,0.0,yes
31,management,married,tertiary,no,1812,no,no,cellular,12,aug,112,1,104,1,success,30-50,medium,16.035398230088497,56172,1,0.5,no
36,technician,married,secondary,no,2474,yes,no,cellular,12,aug,107,1,-1,0,unknown,30-50,medium,22.90740740740741,89064,0,0.0,no
40,housemaid,married,secondary,no,2064,no,no,cellular,12,aug,107,1,-1,0,unknown,30-50,medium,19.11111111111111,82560,0,0.0,no
30,unemployed,single,tertiary,no,1159,no,no,cellular,12,aug,95,1,68,1,success,<30,medium,12.072916666666666,34770,1,0.5,no
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,12,aug,162,1,100,3,success,30-50,medium,20.067484662576685,104672,1,1.5,no
35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,30-50,low,2.1020408163265305,21630,1,0.5,no
32,technician,single,tertiary,no,1246,yes,no,cellular,12,aug,68,1,104,3,success,30-50,medium,18.057971014492754,39872,1,1.5,no
43,technician,single,secondary,no,451,no,no,cellular,12,aug,289,2,-1,0,unknown,30-50,low,1.5551724137931036,19393,0,0.0,no
62,management,married,tertiary,no,10373,no,no,cellular,12,aug,344,3,-1,0,unknown,>50,high,30.066666666666666,643126,0,0.0,no
70,technician,married,tertiary,no,6797,no,no,cellular,12,aug,298,1,-1,0,unknown,>50,high,22.732441471571907,475790,0,0.0,no
61,management,married,secondary,no,1471,no,no,cellular,12,aug,331,2,-1,0,unknown,>50,medium,4.430722891566265,89731,0,0.0,no
43,retired,divorced,primary,no,5805,no,no,cellular,13,aug,111,5,-1,0,unknown,30-50,high,51.830357142857146,249615,0,0.0,no
74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,>50,negative,0.0,0,0,0.0,yes
45,unemployed,divorced,primary,yes,11,no,no,cellular,13,aug,489,5,-1,0,unknown,30-50,low,0.022448979591836733,495,0,0.0,yes
38,blue-collar,single,secondary,no,0,no,no,cellular,13,aug,255,2,105,1,failure,30-50,negative,0.0,0,1,0.3333333333333333,no
47,services,married,secondary,no,4,no,no,cellular,13,aug,73,2,105,6,success,30-50,low,0.05405405405405406,188,1,2.0,no
32,technician,single,tertiary,no,696,no,yes,cellular,13,aug,101,4,105,4,failure,30-50,low,6.823529411764706,22272,1,0.8,no
38,blue-collar,married,secondary,no,1165,yes,no,cellular,13,aug,784,3,94,10,failure,30-50,medium,1.484076433121019,44270,1,2.5,yes
52,technician,married,tertiary,no,1785,no,no,cellular,13,aug,349,1,-1,0,unknown,>50,medium,5.1,92820,0,0.0,no
77,retired,married,tertiary,no,699,no,no,cellular,13,aug,425,2,-1,0,unknown,>50,low,1.6408450704225352,53823,0,0.0,yes
58,blue-collar,married,primary,no,0,no,no,telephone,13,aug,181,1,-1,0,unknown,>50,negative,0.0,0,0,0.0,no
67,retired,married,secondary,no,1146,no,no,cellular,13,aug,187,2,-1,0,unknown,>50,medium,6.095744680851064,76782,0,0.0,no
71,retired,married,secondary,no,3,no,no,cellular,13,aug,1175,3,189,1,other,>50,low,0.002551020408163265,213,1,0.25,yes
32,management,single,tertiary,no,2465,no,no,cellular,13,aug,414,1,-1,0,unknown,30-50,medium,5.9397590361445785,78880,0,0.0,yes
32,management,married,tertiary,no,1388,yes,no,cellular,13,aug,102,1,105,1,success,30-50,medium,13.475728155339805,44416,1,0.5,no
32,admin.,single,secondary,no,5,yes,yes,cellular,13,aug,200,1,127,1,failure,30-50,low,0.024875621890547265,160,1,0.5,no
29,admin.,single,tertiary,no,41,yes,no,cellular,13,aug,148,2,-1,0,unknown,<30,low,0.2751677852348993,1189,0,0.0,no
40,technician,married,tertiary,no,99,no,no,cellular,13,aug,220,2,364,2,failure,30-50,low,0.4479638009049774,3960,1,0.6666666666666666,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,<30,negative,-0.019851116625310174,-208,0,0.0,no
31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,30-50,low,0.11075949367088607,1085,1,0.3333333333333333,no
30,management,married,tertiary,no,802,yes,no,cellular,13,aug,105,1,-1,0,unknown,<30,low,7.566037735849057,24060,0,0.0,no
69,housemaid,single,unknown,no,2493,no,no,cellular,13,aug,368,1,-1,0,unknown,>50,medium,6.7560975609756095,172017,0,0.0,no
29,student,single,secondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,<30,low,0.6460905349794238,9106,1,0.25,yes
36,technician,married,tertiary,no,341,no,no,cellular,13,aug,282,1,-1,0,unknown,30-50,low,1.204946996466431,12276,0,0.0,no
50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,30-50,medium,7.9225,158450,1,0.5,yes
51,retired,married,secondary,no,2281,no,no,cellular,13,aug,164,1,-1,0,unknown,>50,medium,13.824242424242424,116331,0,0.0,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,unknown,30-50,low,0.059574468085106386,616,0,0.0,no
71,retired,married,secondary,no,1651,no,no,cellular,13,aug,791,2,-1,0,unknown,>50,medium,2.08459595959596,117221,0,0.0,yes
67,technician,married,secondary,no,0,no,no,cellular,13,aug,1152,2,188,1,success,>50,negative,0.0,0,1,0.3333333333333333,yes
26,student,single,secondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure,<30,low,4.39568345323741,15886,1,1.0,no
36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,unknown,30-50,medium,3.370820668693009,39924,0,0.0,no
66,retired,married,secondary,no,4785,no,no,cellular,13,aug,72,3,-1,0,unknown,>50,medium,65.54794520547945,315810,0,0.0,no
37,technician,married,secondary,no,24,yes,no,cellular,13,aug,136,1,105,2,failure,30-50,low,0.17518248175182483,888,1,1.0,no
77,retired,married,secondary,no,610,no,no,cellular,13,aug,766,3,-1,0,unknown,>50,low,0.7953063885267275,46970,0,0.0,yes
60,retired,married,secondary,no,523,no,no,cellular,13,aug,192,3,-1,0,unknown,>50,low,2.709844559585492,31380,0,0.0,no
33,admin.,married,secondary,no,1604,no,no,cellular,13,aug,78,2,-1,0,unknown,30-50,medium,20.303797468354432,52932,0,0.0,no
33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347,2,-1,0,unknown,30-50,low,1.8419540229885059,21153,0,0.0,no
23,student,single,secondary,no,431,no,no,cellular,13,aug,496,2,-1,0,unknown,<30,low,0.8672032193158954,9913,0,0.0,yes
34,management,married,tertiary,no,39,no,no,cellular,13,aug,160,1,-1,0,unknown,30-50,low,0.2422360248447205,1326,0,0.0,no
56,management,married,tertiary,no,616,no,no,cellular,13,aug,293,2,105,2,success,>50,low,2.0952380952380953,34496,1,0.6666666666666666,no
39,management,married,tertiary,no,1301,no,no,cellular,13,aug,233,1,-1,0,unknown,30-50,medium,5.55982905982906,50739,0,0.0,no
33,management,single,secondary,no,2859,yes,no,cellular,13,aug,105,1,-1,0,unknown,30-50,medium,26.971698113207548,94347,0,0.0,no
76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,>50,medium,14.578947368421053,252624,1,0.3333333333333333,no
72,retired,married,primary,no,2079,no,no,cellular,13,aug,100,1,191,3,other,>50,medium,20.584158415841586,149688,1,1.5,no
37,management,single,tertiary,no,8066,no,no,telephone,13,aug,57,1,-1,0,unknown,30-50,high,139.06896551724137,298442,0,0.0,no
28,services,single,secondary,no,231,yes,yes,cellular,13,aug,129,1,-1,0,unknown,<30,low,1.7769230769230768,6468,0,0.0,no
24,student,single,secondary,no,0,no,no,cellular,13,aug,74,2,-1,0,unknown,<30,negative,0.0,0,0,0.0,no
24,student,single,secondary,no,382,no,no,cellular,13,aug,103,1,105,2,success,<30,low,3.673076923076923,9168,1,1.0,no
66,housemaid,divorced,primary,no,204,no,no,telephone,13,aug,213,1,-1,0,unknown,>50,low,0.9532710280373832,13464,0,0.0,no
42,management,single,tertiary,no,3371,yes,yes,cellular,13,aug,284,1,92,2,failure,30-50,medium,11.828070175438597,141582,1,1.0,no
33,admin.,married,secondary,no,920,no,no,cellular,13,aug,111,1,105,1,success,30-50,low,8.214285714285714,30360,1,0.5,no
29,management,married,tertiary,no,30,no,no,cellular,13,aug,83,1,105,1,failure,<30,low,0.35714285714285715,870,1,0.5,no
21,management,single,secondary,no,691,no,no,cellular,13,aug,219,1,101,2,other,<30,low,3.140909090909091,14511,1,1.0,no
33,services,married,secondary,no,227,yes,yes,cellular,13,aug,477,2,-1,0,unknown,30-50,low,0.47489539748953974,7491,0,0.0,yes
35,admin.,single,tertiary,no,5007,yes,no,cellular,13,aug,73,1,112,2,other,30-50,high,67.66216216216216,175245,1,1.0,no
28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure,<30,low,0.551219512195122,3164,1,0.25,no
34,technician,married,tertiary,no,3160,yes,no,cellular,13,aug,726,1,-1,0,unknown,30-50,medium,4.346629986244841,107440,0,0.0,yes
27,admin.,single,secondary,no,4590,yes,no,cellular,13,aug,75,1,442,2,failure,<30,medium,60.39473684210526,123930,1,1.0,no
35,technician,married,secondary,no,1368,no,no,cellular,13,aug,159,2,78,3,success,30-50,medium,8.55,47880,1,1.0,no
48,self-employed,married,secondary,no,1559,no,no,cellular,13,aug,344,1,190,2,failure,30-50,medium,4.518840579710145,74832,1,1.0,no
34,admin.,married,tertiary,no,882,no,no,cellular,13,aug,135,1,113,5,success,30-50,low,6.485294117647059,29988,1,2.5,no
54,technician,married,secondary,no,473,no,yes,cellular,13,aug,112,1,-1,0,unknown,>50,low,4.185840707964601,25542,0,0.0,no
74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,>50,low,1.66,12284,0,0.0,no
36,admin.,single,tertiary,no,994,no,no,cellular,13,aug,185,2,105,3,success,30-50,low,5.344086021505376,35784,1,1.0,no
48,self-employed,married,tertiary,no,3118,no,no,cellular,13,aug,371,2,-1,0,unknown,30-50,medium,8.381720430107526,149664,0,0.0,no
26,technician,single,tertiary,no,-67,yes,no,cellular,13,aug,143,1,90,1,success,<30,negative,-0.4652777777777778,-1742,1,0.5,no
45,technician,married,secondary,no,0,no,no,telephone,13,aug,99,1,-1,0,unknown,30-50,negative,0.0,0,0,0.0,no
57,housemaid,divorced,primary,no,1198,no,no,cellular,13,aug,146,1,-1,0,unknown,>50,medium,8.149659863945578,68286,0,0.0,no
34,management,single,tertiary,no,2279,no,no,cellular,13,aug,284,1,-1,0,unknown,30-50,medium,7.996491228070176,77486,0,0.0,no
34,management,single,tertiary,no,13014,no,no,cellular,13,aug,738,1,-1,0,unknown,30-50,high,17.610284167794315,442476,0,0.0,yes
30,admin.,single,tertiary,no,305,no,no,cellular,13,aug,75,1,105,3,success,<30,low,4.0131578947368425,9150,1,1.5,no
56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,101,2,success,>50,high,29.180685358255452,524552,1,0.6666666666666666,no
35,admin.,single,tertiary,no,4233,no,no,cellular,13,aug,135,2,-1,0,unknown,30-50,medium,31.125,148155,0,0.0,no
50,housemaid,divorced,secondary,no,0,no,no,telephone,13,aug,43,1,105,2,failure,30-50,negative,0.0,0,1,1.0,no
30,management,single,tertiary,no,499,yes,no,cellular,13,aug,92,2,90,1,failure,<30,low,5.365591397849462,14970,1,0.3333333333333333,no
45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,30-50,medium,5.246192893401015,93015,1,0.3333333333333333,yes
36,technician,single,secondary,no,376,no,no,cellular,13,aug,479,1,-1,0,unknown,30-50,low,0.7833333333333333,13536,0,0.0,yes
57,retired,single,tertiary,no,842,no,no,cellular,13,aug,284,3,-1,0,unknown,>50,low,2.9543859649122806,47994,0,0.0,no
35,management,married,tertiary,no,1471,yes,yes,cellular,13,aug,236,3,-1,0,unknown,30-50,medium,6.206751054852321,51485,0,0.0,no
30,student,single,tertiary,no,3115,no,no,telephone,13,aug,217,2,-1,0,unknown,<30,medium,14.288990825688073,93450,0,0.0,no
34,management,single,tertiary,no,1228,no,no,cellular,13,aug,99,2,105,10,success,30-50,medium,12.28,41752,1,3.3333333333333335,no
30,management,married,tertiary,no,877,no,no,cellular,13,aug,202,1,83,5,failure,<30,low,4.320197044334975,26310,1,2.5,no
33,blue-collar,married,secondary,no,5164,no,no,cellular,13,aug,238,2,265,1,failure,30-50,high,21.606694560669457,170412,1,0.3333333333333333,no
33,management,married,tertiary,no,3363,yes,yes,cellular,13,aug,158,1,-1,0,unknown,30-50,medium,21.150943396226417,110979,0,0.0,no
66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,>50,high,23.48913043478261,427878,0,0.0,no
49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,30-50,medium,3.4788732394366195,60515,0,0.0,no
29,housemaid,single,tertiary,no,453,no,no,cellular,13,aug,126,2,-1,0,unknown,<30,low,3.5669291338582676,13137,0,0.0,no
49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,30-50,low,0.0015600624024961,49,1,1.3333333333333333,yes
33,admin.,married,secondary,no,1737,no,no,cellular,14,aug,228,2,106,2,failure,30-50,medium,7.585152838427947,57321,1,0.6666666666666666,no
58,retired,married,secondary,no,1227,no,no,cellular,14,aug,182,2,37,2,failure,>50,medium,6.704918032786885,71166,1,0.6666666666666666,no
37,services,married,secondary,no,775,no,no,cellular,14,aug,150,2,-1,0,unknown,30-50,low,5.132450331125828,28675,0,0.0,no
74,retired,married,tertiary,no,6027,no,no,cellular,14,aug,233,2,-1,0,unknown,>50,high,25.756410256410255,445998,0,0.0,no
67,retired,married,primary,no,10776,no,no,telephone,14,aug,176,2,99,17,other,>50,high,60.88135593220339,721992,1,5.666666666666667,no
37,management,married,tertiary,no,1276,no,no,cellular,14,aug,156,2,-1,0,unknown,30-50,medium,8.127388535031848,47212,0,0.0,no
35,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,4,-1,0,unknown,30-50,high,104.6878612716763,633885,0,0.0,no
59,unemployed,divorced,secondary,no,2026,no,no,cellular,14,aug,185,3,73,1,failure,>50,medium,10.89247311827957,119534,1,0.25,no
68,retired,married,primary,no,2301,no,no,cellular,14,aug,90,3,120,1,failure,>50,medium,25.285714285714285,156468,1,0.25,no
21,student,single,secondary,no,6844,no,no,cellular,14,aug,126,3,127,7,other,<30,high,53.889763779527556,143724,1,1.75,no
57,admin.,married,secondary,no,169,no,no,cellular,14,aug,180,1,106,2,failure,>50,low,0.9337016574585635,9633,1,1.0,no
29,unemployed,single,secondary,no,486,no,no,telephone,14,aug,151,1,106,1,failure,<30,low,3.1973684210526314,14094,1,0.5,no
43,unemployed,married,secondary,no,775,no,no,cellular,14,aug,98,1,106,1,failure,30-50,low,7.828282828282828,33325,1,0.5,no
45,management,married,tertiary,no,1433,no,no,cellular,14,aug,117,1,-1,0,unknown,30-50,medium,12.14406779661017,64485,0,0.0,no
46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,-1,0,unknown,30-50,low,0.19469026548672566,2024,0,0.0,no
26,admin.,single,secondary,no,255,no,no,cellular,14,aug,209,2,106,2,success,<30,low,1.2142857142857142,6630,1,0.6666666666666666,no
54,retired,married,tertiary,no,1778,no,no,cellular,14,aug,319,1,268,2,failure,>50,medium,5.55625,96012,1,1.0,no
33,self-employed,married,tertiary,no,263,no,no,cellular,14,aug,257,1,102,2,failure,30-50,low,1.0193798449612403,8679,1,1.0,no
69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown,>50,low,2.5064935064935066,39951,0,0.0,no
47,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,30-50,low,2.1189931350114417,43522,1,2.5,yes
63,retired,divorced,secondary,no,4833,no,no,cellular,14,aug,415,1,-1,0,unknown,>50,medium,11.617788461538462,304479,0,0.0,yes
59,management,divorced,tertiary,no,3368,no,no,cellular,14,aug,260,1,-1,0,unknown,>50,medium,12.904214559386974,198712,0,0.0,no
58,management,divorced,tertiary,no,5701,no,no,cellular,14,aug,92,3,106,2,success,>50,high,61.30107526881721,330658,1,0.5,no
36,management,married,primary,no,1506,no,no,cellular,14,aug,326,3,-1,0,unknown,30-50,medium,4.605504587155964,54216,0,0.0,no
19,student,single,unknown,no,60,no,no,cellular,14,aug,253,1,-1,0,unknown,<30,low,0.23622047244094488,1140,0,0.0,no
28,admin.,single,tertiary,no,373,yes,no,cellular,14,aug,78,1,79,4,other,<30,low,4.7215189873417724,10444,1,2.0,no
26,technician,single,tertiary,no,777,yes,no,cellular,14,aug,260,2,463,1,failure,<30,low,2.9770114942528734,20202,1,0.3333333333333333,no
37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure,30-50,low,1.7382198952879582,12284,1,2.3333333333333335,no
64,retired,married,tertiary,no,846,no,no,cellular,14,aug,107,3,-1,0,unknown,>50,low,7.833333333333333,54144,0,0.0,no
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,1,-1,0,unknown,30-50,medium,15.203208556149733,102348,0,0.0,no
22,student,single,secondary,no,47,no,no,cellular,14,aug,236,2,-1,0,unknown,<30,low,0.19831223628691982,1034,0,0.0,no
38,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,108,1,102,4,success,30-50,low,8.275229357798166,34276,1,2.0,no
37,student,single,unknown,no,444,no,no,cellular,14,aug,137,1,102,5,success,30-50,low,3.217391304347826,16428,1,2.5,no
62,management,married,tertiary,no,557,no,no,cellular,14,aug,185,1,-1,0,unknown,>50,low,2.9946236559139785,34534,0,0.0,no
29,student,single,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,<30,low,1.3679245283018868,4205,0,0.0,no
26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,unknown,<30,low,4.246031746031746,13910,0,0.0,no
72,retired,single,tertiary,no,614,no,no,cellular,14,aug,553,1,-1,0,unknown,>50,low,1.108303249097473,44208,0,0.0,yes
45,management,married,tertiary,no,2671,no,no,cellular,14,aug,94,4,-1,0,unknown,30-50,medium,28.11578947368421,120195,0,0.0,no
33,management,married,tertiary,no,271,yes,no,cellular,14,aug,801,2,-1,0,unknown,30-50,low,0.33790523690773067,8943,0,0.0,yes
63,technician,married,secondary,no,896,yes,no,cellular,14,aug,276,2,-1,0,unknown,>50,low,3.234657039711191,56448,0,0.0,no
23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,100,2,-1,0,unknown,<30,low,2.6930693069306932,6256,0,0.0,no
57,retired,married,secondary,no,479,no,no,telephone,14,aug,82,2,-1,0,unknown,>50,low,5.771084337349397,27303,0,0.0,no
55,retired,married,primary,no,16432,no,no,cellular,14,aug,482,2,-1,0,unknown,>50,high,34.02070393374741,903760,0,0.0,no
20,student,single,secondary,no,210,no,no,cellular,14,aug,101,1,-1,0,unknown,<30,low,2.0588235294117645,4200,0,0.0,no
